abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-T50,abs-error-T50-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10
0.2238,0.2807863166666665,0.10685,0.1401092038888886,0.0723,0.10224808785714287,0.1382,0.16177342388888885,0.07355,0.1033832699999998,0.073,0.10699849999999997,0.08515,0.12528754253968272,0.07465,0.12814031865079353,0.0755,0.1419667871428572,0.49505,0.49499960000000304,0.0723,SMM,2,0.10224808785714287,SMM,2,2,4,5,6,7,1,8,3,0,9
0.1833,0.20780354666666642,0.14185,0.2015673833333335,0.12925,0.1173271400000002,0.18705,0.1742121633333327,0.13245,0.13311362,0.12885,0.1223606566666666,0.12225,0.14015179285714308,0.1325,0.1288267066666665,0.14185,0.14279286000000008,0.495,0.49499980000000304,0.12225,MS,6,0.1173271400000002,SMM,2,2,5,7,4,6,8,3,1,0,9
0.2978,0.2832287666666668,0.11705,0.1324018507142859,0.0481,0.08704426999999985,0.0863,0.18758569999999974,0.0406,0.07928284,0.04205,0.08783283666666661,0.06665,0.09908059999999988,0.04715,0.06909085999999985,0.04735,0.07014873333333328,0.495,0.49500000000000305,0.0406,DyS,4,0.06909085999999985,MAX,7,7,8,4,2,5,6,1,3,0,9
0.4364,0.32761409999999935,0.21505,0.1605888666666668,0.0856499999999999,0.10201030999999972,0.20885,0.23182099999999925,0.0731,0.09676978000000004,0.06485,0.09998299166666651,0.10365,0.14503907619047618,0.08965,0.09904444999999978,0.07145,0.09197990000000023,0.495,0.49500000000000305,0.06485,SORD,5,0.09197990000000023,X,8,8,4,7,5,2,6,1,3,0,9
0.3335,0.23243829999999965,0.273,0.2277549199999998,0.1285,0.14335829999999988,0.3968,0.21829994999999947,0.3192,0.15118506666666687,0.1567,0.1429018249999998,0.2019,0.13200151666666654,0.1946,0.14567236499999986,0.12995,0.16438049499999993,0.495,0.4949987000000029,0.1285,SMM,2,0.13200151666666654,MS,6,6,5,2,7,4,8,3,1,0,9
0.3864,0.37082999999999844,0.19735,0.3007073749999997,0.21715,0.22630059999999952,0.4368999999999999,0.2926760999999992,0.29675,0.2304993000000014,0.20715,0.1052089000000003,0.2319999999999999,0.29706129999999953,0.19625,0.1290497000000004,0.1818499999999999,0.1368874000000005,0.495,0.4950051000000023,0.1818499999999999,X,8,0.1052089000000003,SORD,5,5,7,8,2,4,3,6,1,0,9
0.2271,0.21348560000000003,0.086,0.1814225333333335,0.10975,0.1299438000000001,0.3847,0.24277835000000006,0.2941499999999999,0.17120990000000064,0.0951999999999999,0.11836799999999965,0.0929,0.1372614999999999,0.26865,0.13530147499999992,0.23785,0.11997089166666657,0.49495,0.49498820000000276,0.086,ACC,1,0.11836799999999965,SORD,5,5,8,2,7,6,4,1,0,3,9
0.3777,0.24601489999999965,0.4511,0.14129838999999977,0.115,0.10339655833333304,0.3885499999999999,0.2927506499999998,0.18855,0.2132833500000002,0.1112,0.10145294333333327,0.19925,0.11939346666666667,0.1157499999999999,0.13506852999999977,0.11855,0.10802872500000027,0.495,0.494999300000003,0.1112,SORD,5,0.10145294333333327,SORD,5,5,2,8,6,7,1,4,0,3,9
0.1499,0.1651026999999997,0.0947,0.11670999999999977,0.13875,0.09793249999999994,0.17455,0.2119629499999997,0.1514,0.10809135000000024,0.16125,0.09625298333333315,0.11795,0.0985630833333332,0.0947,0.1521735000000001,0.15845,0.13312284999999993,0.495,0.49499630000000255,0.0947,ACC,1,0.09625298333333315,SORD,5,5,2,6,4,1,8,7,0,3,9
0.3856,0.3844247999999992,0.1769,0.18920920000000013,0.1729,0.14708849999999996,0.21265,0.22082143999999965,0.0698,0.13304793333333334,0.1416,0.11958668333333336,0.1714,0.14720135000000023,0.08025,0.08168729999999984,0.08675,0.09200177500000015,0.495,0.4949991000000029,0.0698,DyS,4,0.08168729999999984,MAX,7,7,8,5,4,2,6,1,3,0,9
0.505,0.31409379999999953,0.505,0.2714689999999998,0.28465,0.20861969999999988,0.3949499999999999,0.32423796666666654,0.3157,0.246269400000001,0.09805,0.1727376999999996,0.505,0.2741196999999994,0.17045,0.14855595000000024,0.17045,0.1489381999999996,0.495,0.49498630000000277,0.09805,SORD,5,0.14855595000000024,MAX,7,7,8,5,2,4,1,6,0,3,9
0.3574,0.40189199999999864,0.153,0.3467098166666655,0.0857499999999999,0.13298745000000012,0.44365,0.26632604999999954,0.18025,0.11728316666666662,0.11975,0.12268947499999938,0.181,0.1655068666666667,0.11355,0.14621989999999987,0.1084,0.14254269999999988,0.495,0.494998200000003,0.0857499999999999,SMM,2,0.11728316666666662,DyS,4,4,5,2,8,7,6,3,1,0,9
0.1066,0.14066109333333343,0.0879,0.09532440833333324,0.07455,0.10164974190476175,0.12995,0.13682784999999995,0.0718,0.12948047999999984,0.0704,0.10844946666666667,0.0705,0.09618764333333353,0.0833,0.13777953333333315,0.09655,0.13852917999999992,0.495,0.4949997000000031,0.0704,SORD,5,0.09532440833333324,ACC,1,1,6,2,5,4,3,7,8,0,9
0.505,0.3415101999999995,0.505,0.25839104999999996,0.3039,0.11438179999999985,0.31045,0.3390142999999998,0.4895,0.18610400000000046,0.25725,0.12074539999999999,0.505,0.1755162999999998,0.22585,0.14368229999999968,0.2321,0.13358100000000003,0.495,0.49497160000000084,0.22585,MAX,7,0.11438179999999985,SMM,2,2,5,8,7,6,4,1,3,0,9
0.0928,0.19989780000000015,0.20955,0.27891027500000015,0.0864,0.1515242833333335,0.09445,0.25444981666666633,0.0588999999999999,0.16235503333333356,0.1122,0.13424183999999995,0.1002,0.24202596333333254,0.14695,0.13323966666666676,0.1282,0.14277719999999983,0.495,0.49500000000000305,0.0588999999999999,DyS,4,0.13323966666666676,MAX,7,7,5,8,2,4,0,6,3,1,9
0.0,0.010734399999999993,0.0,0.006040899999999995,0.0049,0.011647600000000001,0.0184,0.06280119999999982,0.00255,0.013208100000000002,0.0,0.0036174000000000063,0.0003,0.004416700000000017,0.0,0.01351629999999997,0.0,0.015953600000000002,0.495,0.4949773000000026,0.0,CC,0,0.0036174000000000063,SORD,5,5,6,1,0,2,4,7,8,3,9
0.3506,0.22587046000000022,0.30875,0.20902278333333382,0.2269,0.22098535000000016,0.2462,0.2254262388888884,0.28345,0.23295223333333362,0.25785,0.21001453333333295,0.24385,0.23370264999999982,0.34745,0.23465668333333428,0.37565,0.2387752485714284,0.49495,0.49495440000000224,0.2269,SMM,2,0.20902278333333382,ACC,1,1,5,2,3,0,4,6,7,8,9
0.0812,0.14016124000000002,0.0574,0.12674812499999996,0.0351,0.1152269416666668,0.03085,0.18321411666666687,0.0262,0.13114116666666656,0.0355,0.15559751666666655,0.0363,0.12367972500000012,0.057,0.15403752142857144,0.0576,0.15407903499999986,0.495,0.494970987142859,0.0262,DyS,4,0.1152269416666668,SMM,2,2,6,1,4,0,7,8,5,3,9
0.0349,0.05244293333333322,0.01815,0.02521965000000007,0.0208,0.020210600000000026,0.07645,0.09587539999999989,0.02345,0.03648279999999992,0.0164,0.021042099999999946,0.0165,0.024455099999999903,0.0167,0.024295599999999945,0.0176,0.02040079999999995,0.495,0.49498560000000275,0.0164,SORD,5,0.020210600000000026,SMM,2,2,8,5,7,6,1,4,0,3,9
0.1457,0.20236444999999956,0.11405,0.14338847000000002,0.0742,0.11622394142857159,0.2412,0.22682879999999978,0.08695,0.15824932500000027,0.0856,0.13003394999999993,0.07815,0.10792738333333317,0.0914499999999999,0.15265290000000012,0.12085,0.1550112749999999,0.495,0.4949980000000028,0.0742,SMM,2,0.10792738333333317,MS,6,6,2,5,1,7,8,4,0,3,9
0.0638,0.11338928285714292,0.0356,0.07404835142857151,0.03445,0.05928455666666676,0.03565,0.09506521000000007,0.03415,0.06465709841269823,0.0337,0.06348820190476186,0.034,0.07563596666666658,0.0351,0.06886957571428569,0.0393,0.07055472261904765,0.495,0.4949449233333349,0.0337,SORD,5,0.05928455666666676,SMM,2,2,5,4,7,8,1,6,3,0,9
0.0043,0.015162200000000006,0.00625,0.019983700000000007,0.0081,0.01621200000000003,0.0095,0.02675298000000005,0.0054,0.014318700000000009,0.00575,0.012922075000000007,0.00605,0.015996666666666697,0.00895,0.011379200000000008,0.0068,0.011125400000000006,0.495,0.49499960000000304,0.0043,CC,0,0.011125400000000006,X,8,8,7,5,4,0,6,2,1,3,9
0.2825,0.3150667999999994,0.22155,0.18929346666666677,0.1481,0.1298293499999999,0.27655,0.23986656666666675,0.1626,0.18373215000000015,0.13785,0.1414580583333333,0.1494,0.20082796428571437,0.14595,0.1681064166666665,0.21145,0.18589881428571398,0.495,0.4949642000000014,0.13785,SORD,5,0.1298293499999999,SMM,2,2,5,7,4,8,1,6,3,0,9
0.3181,0.2201261999999995,0.31,0.18093443999999964,0.14115,0.12239165833333351,0.2964,0.1793020999999999,0.1157499999999999,0.1155634500000004,0.13225,0.10309004999999978,0.08455,0.13016943333333345,0.1491,0.14748070000000008,0.1491,0.1445441099999999,0.495,0.4949991000000029,0.08455,MS,6,0.10309004999999978,SORD,5,5,4,2,6,8,7,3,1,0,9
0.0,0.03059200000000002,0.0,0.010885700000000005,0.00455,0.015719500000000032,0.01265,0.09310061666666675,0.00545,0.011912150000000007,0.00015,0.010891249999999976,0.00015,0.008642700000000007,0.0042,0.031905766666666634,0.0042,0.01747199999999999,0.495,0.4949909000000027,0.0,CC,0,0.008642700000000007,MS,6,6,1,5,4,2,8,0,7,3,9
0.505,0.35943869999999906,0.505,0.2034620199999998,0.1727,0.07213229,0.1456,0.193600835,0.0948499999999999,0.06376178499999995,0.1341,0.06127550833333335,0.505,0.09821705,0.09265,0.05333042999999989,0.1301,0.06352338333333328,0.495,0.49500000000000305,0.09265,MAX,7,0.05333042999999989,MAX,7,7,5,8,4,2,6,3,1,0,9
0.505,0.366947399999999,0.495,0.3251183249999994,0.7264,0.21976060000000006,0.45155,0.27081705000000006,0.2908,0.1833457000000004,0.3994,0.21399324999999964,0.20965,0.35737509999999856,0.20225,0.18237953333333318,0.4486,0.23211325714285713,0.495,0.4949968000000028,0.20225,MAX,7,0.18237953333333318,MAX,7,7,4,5,2,8,3,1,6,0,9
0.1032,0.15568074999999992,0.0557,0.12784912000000012,0.04675,0.07904639333333327,0.05395,0.1609881099999996,0.0458,0.06967486666666661,0.0472,0.072664045,0.0481,0.09379839166666669,0.05165,0.09309465499999994,0.05295,0.08793503333333332,0.495,0.4949825700000021,0.0458,DyS,4,0.06967486666666661,DyS,4,4,5,2,8,7,6,1,0,3,9
0.2225,0.19546280000000057,0.3007999999999999,0.23323403333333323,0.27215,0.2182404000000005,0.2885,0.24200879999999886,0.3103,0.24368009999999982,0.2794999999999999,0.2054388999999999,0.2841,0.2469947499999994,0.2884,0.21648362500000068,0.3192,0.21527544999999956,0.495,0.4949889000000026,0.2225,CC,0,0.19546280000000057,CC,0,0,5,8,7,2,1,3,4,6,9
0.1923,0.18732809999999936,0.0683,0.14775399142857185,0.07895,0.1335481833333334,0.2744,0.18536014999999978,0.05955,0.1572122416666671,0.06735,0.12618819999999986,0.06035,0.13545062499999988,0.1455499999999999,0.13779555000000013,0.07955,0.13028993333333344,0.495,0.49496002380952514,0.05955,DyS,4,0.12618819999999986,SORD,5,5,8,2,6,7,1,4,3,0,9
0.1625,0.15326261142857125,0.1154,0.20045921666666658,0.10015,0.20439114999999997,0.1184,0.1578362666666664,0.10305,0.16949113333333368,0.10425,0.18365613333333314,0.10115,0.2521526666666659,0.12125,0.18363324166666695,0.12125,0.1761287999999998,0.495,0.49495370000000205,0.10015,SMM,2,0.15326261142857125,CC,0,0,3,4,8,7,5,1,2,6,9
0.4427,0.34226749999999945,0.1989,0.11430163333333339,0.0753,0.07276623333333324,0.11685,0.1583744333333334,0.06485,0.06975790333333326,0.0702,0.05649181666666676,0.21075,0.08794095000000006,0.0650999999999999,0.05081889999999982,0.0636,0.0589163999999999,0.495,0.4949893000000028,0.0636,X,8,0.05081889999999982,MAX,7,7,5,8,4,2,6,1,3,0,9
0.2037,0.1553821100000001,0.09865,0.10937582142857132,0.07295,0.10606889166666678,0.142,0.1597085000000002,0.0758,0.09564383333333351,0.0678,0.09322639999999995,0.09325,0.09231055000000002,0.0934,0.10594934999999994,0.04875,0.0920991,0.495,0.49499940000000303,0.04875,X,8,0.0920991,X,8,8,6,5,4,7,2,1,0,3,9
0.0866,0.10791759999999997,0.0437,0.055860600000000114,0.037,0.05033380000000005,0.06425,0.06966255666666697,0.0342,0.044398333333333165,0.0338,0.04474104999999983,0.0346,0.05277539999999975,0.03905,0.055023672222222354,0.0395,0.05293050000000024,0.495,0.49493400000000176,0.0338,SORD,5,0.044398333333333165,DyS,4,4,5,2,6,8,7,1,3,0,9
0.4343,0.28575579999999917,0.45225,0.2960153999999997,0.33185,0.22039749999999975,0.2391,0.23273333333333296,0.3585,0.24640879333333338,0.49,0.2437443999999998,0.505,0.2895434499999994,0.26425,0.27135899999999985,0.3611999999999999,0.3103262000000003,0.495,0.4949780666666689,0.2391,HDy,3,0.22039749999999975,SMM,2,2,3,5,4,7,0,6,1,8,9
0.1403,0.14976253333333342,0.0692499999999999,0.09587964499999997,0.05285,0.0702469999999999,0.0834,0.0909422633333334,0.0537,0.05717433333333323,0.05515,0.06710014999999996,0.0588999999999999,0.07184690833333317,0.0838,0.0807396433333335,0.0709,0.0756731500000001,0.495,0.49499980000000304,0.05285,SMM,2,0.05717433333333323,DyS,4,4,5,2,6,8,7,3,1,0,9
0.0338,0.04165583333333328,0.0451499999999999,0.03466129499999998,0.03645,0.0387285999999999,0.4228,0.057883678333333195,0.035,0.02439017333333337,0.0411,0.026336466666666565,0.0434,0.02907039666666662,0.0362,0.03883527500000002,0.03265,0.03126010333333341,0.495,0.49499990000000305,0.03265,X,8,0.02439017333333337,DyS,4,4,5,6,8,1,2,7,0,3,9
0.0354,0.08129159666666666,0.0256,0.08021733333333332,0.0237999999999999,0.050144926666666485,0.0333,0.1130779083333335,0.0189,0.04488242833333337,0.02045,0.04409813333333321,0.021,0.06718902333333336,0.0255,0.045638515714285656,0.0246,0.04123157047619053,0.495,0.49499893333333633,0.0189,DyS,4,0.04123157047619053,X,8,8,5,4,7,2,6,1,0,3,9
0.0022,0.025005980000000035,0.005,0.018791549999999997,0.0082,0.0139703066666667,0.0121999999999999,0.050511933333333224,0.00405,0.012294963333333353,0.004,0.011544175000000012,0.00515,0.01180170000000003,0.0075,0.010327099999999999,0.00565,0.010584050000000015,0.4949,0.49500000000000305,0.0022,CC,0,0.010327099999999999,MAX,7,7,8,5,6,4,2,1,0,3,9
0.3031,0.17872389333333322,0.30845,0.1322336580952378,0.20565,0.09248870000000015,0.21825,0.1411600960317462,0.2754,0.0890811499999999,0.2034,0.09460480833333319,0.2853,0.0938416661111112,0.2523,0.10520688690476175,0.20745,0.1190893485714285,0.4949,0.49500000000000305,0.2034,SORD,5,0.0890811499999999,DyS,4,4,2,6,5,7,8,1,3,0,9
0.0141,0.038402200000000004,0.01205,0.02272140000000007,0.0155,0.016212800000000048,0.04315,0.06818444999999987,0.01575,0.018187800000000053,0.0098,0.014336749999999985,0.01015,0.01833179999999999,0.0072,0.015337499999999978,0.0072,0.015835,0.495,0.49499925000000305,0.0072,MAX,7,0.014336749999999985,SORD,5,5,7,8,2,4,6,1,0,3,9
0.0834999999999999,0.18597529999999995,0.03705,0.18374010000000016,0.0255,0.1816334333333334,0.0871,0.16382889999999975,0.023,0.04995064999999987,0.02155,0.08420611666666669,0.02475,0.21096599999999963,0.03135,0.04370169999999987,0.03135,0.08392099999999998,0.495,0.49501260000000163,0.02155,SORD,5,0.04370169999999987,MAX,7,7,4,8,5,3,2,1,0,6,9
0.0038,0.16821097999999976,0.0063,0.19679479999999994,0.0144,0.035759500000000013,0.02785,0.18847869999999983,0.00695,0.07673841666666671,0.00625,0.039351800000000034,0.00615,0.08722140000000009,0.0038,0.0402874000000001,0.0038,0.03620330000000013,0.495,0.49496480000000215,0.0038,CC,0,0.035759500000000013,SMM,2,2,8,5,7,4,6,0,3,1,9
0.4946,0.368573399999999,0.4968,0.17894808333333406,0.2942,0.18200787500000004,0.48475,0.2662330999999994,0.4888,0.2304690000000005,0.25665,0.17767216666666644,0.5035000000000001,0.2096093999999998,0.3072,0.23803623333333385,0.6294,0.23470774999999963,0.495,0.4949884000000003,0.25665,SORD,5,0.17767216666666644,SORD,5,5,1,2,6,4,8,7,3,0,9
0.0218,0.0868581933333335,0.02045,0.052604208333333485,0.022,0.039937166666666586,0.03775,0.055745130000000004,0.01735,0.04271926833333329,0.0171,0.04466800833333334,0.0199,0.05999200238095247,0.0216,0.03193902071428568,0.0206,0.035916310476190504,0.495,0.4949981166666696,0.0171,SORD,5,0.03193902071428568,MAX,7,7,8,2,4,5,1,3,6,0,9
0.0243999999999999,0.04086704166666659,0.0335,0.040573803333333325,0.04215,0.035346999999999906,0.06265,0.07616241333333323,0.02035,0.030919708333333382,0.0224,0.03097639999999991,0.02685,0.03606780999999993,0.02125,0.02968064999999999,0.0271,0.031128246666666682,0.495,0.49499980000000304,0.02035,DyS,4,0.02968064999999999,MAX,7,7,4,5,8,2,6,1,0,3,9
0.0403,0.027108850000000063,0.0296,0.02572862999999998,0.0278,0.02679550666666657,0.04095,0.04850607499999996,0.02435,0.024098991666666705,0.02465,0.023573254999999987,0.0255,0.02455089999999994,0.02975,0.023905100000000064,0.03185,0.026496133333333383,0.495,0.49499960000000304,0.02435,DyS,4,0.023573254999999987,SORD,5,5,7,4,6,1,8,2,0,3,9
0.0802,0.15491501666666693,0.05175,0.0935647999999999,0.0346,0.09065032999999983,0.0748,0.12944288333333356,0.04285,0.09472745000000013,0.03735,0.08845904999999994,0.0356999999999999,0.09648880000000008,0.06565,0.10280069999999997,0.0634,0.09854490000000007,0.495,0.4949931000000022,0.0346,SMM,2,0.08845904999999994,SORD,5,5,2,1,4,6,8,7,3,0,9
0.3823,0.311308939999999,0.218,0.23980680833333337,0.3423,0.22640155000000073,0.38785,0.23825734999999962,0.3492,0.1709593333333334,0.37145,0.19075664999999964,0.3778499999999999,0.2051986516666667,0.53095,0.19154242142857145,0.39575,0.22421549999999915,0.495,0.49499990000000305,0.218,ACC,1,0.1709593333333334,DyS,4,4,5,7,6,8,2,3,1,0,9
0.2618,0.14394388333333333,0.1841499999999999,0.12284585833333324,0.21305,0.1267139333333331,0.33325,0.15929300000000005,0.2423499999999999,0.09930792500000013,0.2166499999999999,0.11152534999999957,0.23585,0.09251960833333327,0.1576,0.13113399999999992,0.1639,0.10960357499999995,0.495,0.4949908866666689,0.1576,MAX,7,0.09251960833333327,MS,6,6,4,8,5,1,2,7,0,3,9
0.1994,0.23229409999999953,0.33475,0.1419804333333332,0.1254,0.09895588333333331,0.16295,0.19775540000000005,0.07855,0.10786483333333349,0.1261999999999999,0.1032074499999998,0.10935,0.11739084999999998,0.1637,0.12193030000000006,0.10085,0.11557271999999993,0.495,0.4949988500000029,0.07855,DyS,4,0.09895588333333331,SMM,2,2,5,4,8,6,7,1,3,0,9
0.0204999999999999,0.03281981666666665,0.01985,0.03494302999999996,0.03085,0.027505849999999873,0.03625,0.056339213333333145,0.02435,0.02544474000000002,0.0248499999999999,0.023648949999999887,0.02455,0.027591319999999944,0.0226,0.022418620000000007,0.01875,0.02890955000000008,0.495,0.494997900000003,0.01875,X,8,0.022418620000000007,MAX,7,7,5,4,2,6,8,0,1,3,9
0.0,0.034360700000000015,0.0,0.058624466666666604,0.0,0.03554585000000004,0.002,0.04251449999999995,0.00025,0.03739059999999994,0.0,0.021174166666666553,0.0,0.07611250000000004,0.0,0.016258699999999994,0.0,0.01642090000000003,0.495,0.49495517333333555,0.0,CC,0,0.016258699999999994,MAX,7,7,8,5,0,2,4,3,1,6,9
0.0397,0.07388141666666662,0.0519,0.03948791666666666,0.02705,0.037731866666666475,0.0612,0.1392507250000001,0.0308999999999999,0.040153906666666635,0.04115,0.0366653999999999,0.0345,0.03652519999999998,0.03135,0.04575904999999989,0.0421999999999999,0.04294765333333316,0.495,0.49500360000000254,0.02705,SMM,2,0.03652519999999998,MS,6,6,5,2,1,4,8,7,0,3,9
0.1942,0.15471385333333454,0.066,0.08428280499999999,0.06335,0.06567674999999998,0.22495,0.1162995500000003,0.06585,0.0539183883333333,0.06315,0.06315476666666642,0.0650999999999999,0.07567953333333315,0.07525,0.05804064999999985,0.05335,0.061230570000000074,0.495,0.49500000000000305,0.05335,X,8,0.0539183883333333,DyS,4,4,7,8,5,2,6,1,3,0,9
0.2043,0.05772523333333313,0.0645,0.04593699999999996,0.0472499999999999,0.03777124666666647,0.15885,0.10704497571428573,0.05055,0.03690820499999987,0.0461,0.03809763333333324,0.0518,0.03922366666666666,0.0462,0.03784268999999995,0.05745,0.0393946033333333,0.495,0.49500000000000305,0.0461,SORD,5,0.03690820499999987,DyS,4,4,2,7,5,6,8,1,0,3,9
0.1452,0.18608040000000045,0.10995,0.0847977916666668,0.0942,0.06736033333333322,0.1372499999999999,0.16322285000000059,0.06175,0.07485597499999999,0.0946,0.06367700000000001,0.089,0.07449290000000007,0.0841,0.08116410888888875,0.0721499999999999,0.07760132499999998,0.495,0.49499990000000305,0.06175,DyS,4,0.06367700000000001,SORD,5,5,2,6,4,8,7,1,3,0,9
0.3395,0.34022079999999955,0.1356,0.12590765000000018,0.1069,0.04858979333333315,0.25765,0.1941137000000002,0.1322,0.04588339999999984,0.1021,0.06192347499999986,0.1213,0.07969550000000028,0.09865,0.050291349999999874,0.10305,0.0728518333333335,0.495,0.49499910000000297,0.09865,MAX,7,0.04588339999999984,DyS,4,4,2,7,5,8,6,1,3,0,9
0.4643,0.41718899999999853,0.21975,0.191731399999999,0.1172,0.0988916999999997,0.27795,0.22657339999999995,0.15055,0.09904095000000006,0.1121,0.09065640000000014,0.2346,0.12188520000000021,0.1073,0.08779240000000002,0.1213,0.10080066999999976,0.495,0.494999800000003,0.1073,MAX,7,0.08779240000000002,MAX,7,7,5,2,4,8,6,1,3,0,9
0.4466,0.42743040000000015,0.1896,0.1951091999999997,0.1006,0.10312089999999925,0.2246,0.2480701000000011,0.11105,0.11628630000000065,0.0963,0.09597873333333351,0.1639999999999999,0.1526329000000002,0.09185,0.08820319999999976,0.0971,0.09452460000000022,0.495,0.494999800000003,0.09185,MAX,7,0.08820319999999976,MAX,7,7,8,5,2,4,6,1,3,0,9
0.4278,0.43273469999999986,0.15355,0.20631289999999955,0.08685,0.10577434999999963,0.23295,0.23921234999999988,0.0998,0.11736010000000034,0.0807,0.09915184999999994,0.1123499999999999,0.1653152000000001,0.09095,0.09026070000000025,0.103,0.09740064999999967,0.495,0.49499850000000295,0.0807,SORD,5,0.09026070000000025,MAX,7,7,8,5,2,4,6,1,3,0,9
0.4246999999999999,0.4370229999999992,0.2418,0.18689623333333322,0.10225,0.10162539999999946,0.2269999999999999,0.23888390000000054,0.087,0.11076051666666674,0.08785,0.0973203399999999,0.0983,0.16816980000000062,0.0832,0.09505470000000013,0.1048,0.1059481499999999,0.495,0.49499990000000305,0.0832,MAX,7,0.09505470000000013,MAX,7,7,5,2,8,4,6,1,3,0,9
0.374,0.27577589999999946,0.17945,0.17512991666666672,0.13895,0.1845840500000001,0.2424,0.19019463333333347,0.158,0.19509650000000012,0.14125,0.24879239999999933,0.2021,0.20024304999999964,0.2198,0.25066947500000025,0.19665,0.2911060499999994,0.495,0.4949686666666692,0.13895,SMM,2,0.17512991666666672,ACC,1,1,2,3,4,6,5,7,0,8,9
0.2,0.19765279999999996,0.2932,0.24680279999999982,0.1773,0.15656470000000025,0.17885,0.21069810000000014,0.1853999999999999,0.16882342500000033,0.18565,0.14919934999999987,0.1574,0.17424692666666644,0.17915,0.14560720000000008,0.2932,0.1506761499999999,0.495,0.49496100000000165,0.1574,MS,6,0.14560720000000008,MAX,7,7,5,8,2,4,6,0,3,1,9
0.0942,0.12076978333333308,0.0877999999999999,0.080352137142857,0.0762,0.0802542083333333,0.05465,0.1197552166666666,0.0604,0.0822561750000001,0.07495,0.08192559166666653,0.07385,0.073184825,0.07045,0.10675526666666649,0.09645,0.09804377500000036,0.495,0.49499990000000305,0.05465,HDy,3,0.073184825,MS,6,6,2,1,5,4,8,7,3,0,9
0.2142,0.21639769999999894,0.26885,0.24732054999999925,0.275,0.21101467499999982,0.3119,0.2331573499999994,0.27685,0.2648868600000001,0.2801,0.2224607949999991,0.267,0.24358289999999921,0.2634,0.24344181666666645,0.28245,0.2714457499999995,0.495,0.49499490000000257,0.2142,CC,0,0.21101467499999982,SMM,2,2,0,5,3,7,6,1,4,8,9
