abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-PACC,abs-error-PACC-predicted,abs-error-PCC,abs-error-PCC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MS2,abs-error-MS2-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-T50,abs-error-T50-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10,rank-11,rank-12,rank-13
0.5,0.4542296666666674,0.5,0.43623450000000064,0.386,0.33112799999999937,0.386,0.29626014999999983,0.44875,0.23002725000000054,0.281,0.3419449999999997,0.281,0.3853078999999996,0.5,0.2373777500000005,0.5,0.4269114000000009,0.5,0.44228039999999963,0.5,0.35249000000000086,0.5,0.37077430000000033,0.5,0.5,0.281,HDy,5,0.23002725000000054,SMM,4,4,7,3,2,5,10,11,6,8,1,9,0,12
0.0151,0.07553376666666671,0.01115,0.056802150000000134,0.011200000000000002,0.10006728666666663,0.01955,0.09564893333333327,0.009250000000000001,0.05133028666666672,0.0083,0.05817420000000002,0.008150000000000001,0.05887169999999988,0.0087,0.04096077500000006,0.00885,0.04967163333333342,0.030300000000000004,0.14958447999999985,0.01085,0.05678517499999999,0.01115,0.05644348000000009,0.5,0.5,0.008150000000000001,DyS,6,0.04096077500000006,SORD,7,7,8,4,11,10,1,5,6,0,3,2,9,12
0.1303,0.21914387999999974,0.028650000000000002,0.11075476000000026,0.3148,0.21320393333333332,0.20795000000000002,0.2283691133333334,0.06945,0.07615077500000016,0.035,0.11907736999999984,0.02625,0.08636771666666655,0.03,0.07493213333333336,0.0294,0.10181550999999994,0.1555,0.29815653999999936,0.028650000000000002,0.0960816033333332,0.07339999999999999,0.1414752233333335,0.5,0.5,0.02625,DyS,6,0.07493213333333336,SORD,7,7,4,6,10,8,1,5,11,2,0,3,9,12
0.01665,0.023134200000000004,0.013500000000000002,0.02349514999999999,0.0245,0.04097979999999998,0.0348,0.0628673,0.0175,0.024246024999999977,0.012,0.027470199999999986,0.0098,0.0197652566666667,0.014750000000000001,0.024776099999999992,0.015150000000000002,0.023918441666666703,0.0638,0.07745180000000018,0.014750000000000001,0.03137339999999988,0.01645,0.037446900000000026,0.5,0.5,0.0098,DyS,6,0.0197652566666667,DyS,6,6,0,1,8,4,7,5,10,11,2,3,9,12
0.053899999999999997,0.14243470833333333,0.04475,0.08192317999999996,0.087,0.12573139333333316,0.11964999999999999,0.19168713333333393,0.0275,0.06535204166666668,0.02675,0.08489544999999996,0.0317,0.07101027499999987,0.0317,0.06130184166666666,0.03065,0.07380203333333324,0.13615,0.20112789999999917,0.0455,0.07210909801587305,0.03445,0.08869020000000011,0.5,0.5,0.02675,HDy,5,0.06130184166666666,SORD,7,7,4,6,10,8,1,5,11,2,0,3,9,12
0.5,0.3584840333333343,0.5,0.32790180000000074,0.30655,0.3503459999999998,0.30655,0.28689410000000015,0.44585,0.2635218500000001,0.48200000000000004,0.26588168333333334,0.48200000000000004,0.205422966666667,0.47705,0.2776272750000005,0.5,0.30636760000000013,0.5,0.4291594499999997,0.5,0.24413713333333367,0.5,0.28012145000000027,0.5,0.5,0.30655,PACC,2,0.205422966666667,DyS,6,6,10,4,5,7,11,3,8,1,2,0,9,12
0.31489999999999996,0.1432782666666668,0.0575,0.13335040000000037,0.42200000000000004,0.17573609999999976,0.2455,0.16159158333333332,0.1134,0.14167943333333358,0.059050000000000005,0.16384930000000034,0.05935000000000001,0.1540511666666669,0.11349999999999999,0.12162129999999985,0.0575,0.12452050000000012,0.3077,0.2582848799999996,0.0575,0.12979819999999997,0.0575,0.16575873333333327,0.5,0.5,0.0575,ACC,1,0.12162129999999985,SORD,7,7,8,10,1,4,0,6,3,5,11,2,9,12
0.2978,0.13481583333333347,0.23575,0.09075783999999987,0.2546,0.18138476666666623,0.29675,0.16892380000000048,0.24850000000000003,0.08334935000000002,0.4188,0.11686734999999995,0.27855,0.07737422500000017,0.20695,0.08365298333333325,0.30265000000000003,0.07738088333333326,0.3454,0.27227089999999926,0.1764,0.10379108333333305,0.23235,0.12202849999999996,0.5,0.5,0.1764,MAX,10,0.07737422500000017,DyS,6,6,8,4,7,1,10,5,11,0,3,2,9,12
0.00995,0.04375927999999995,0.0137,0.04007698333333335,0.04545,0.07539816666666664,0.05965,0.09123996666666656,0.0177,0.04301274999999992,0.0124,0.04321422500000002,0.01075,0.031141106666666692,0.016300000000000002,0.04063254000000001,0.01665,0.04515370000000007,0.044000000000000004,0.11813354499999992,0.03625,0.04325404999999995,0.03625,0.05851640000000003,0.5,0.5,0.00995,CC,0,0.031141106666666692,DyS,6,6,1,7,4,5,10,0,8,11,2,3,9,12
0.16845,0.29969285333333356,0.08505000000000001,0.23589543333333346,0.1422,0.2699332000000005,0.22094999999999998,0.21810355666666653,0.0733,0.1191607850000001,0.05785,0.12681103333333293,0.05915,0.17628709333333364,0.06935000000000001,0.08165826666666674,0.09140000000000001,0.21521850000000026,0.3159,0.2289512333333338,0.0743,0.10623169999999985,0.07165,0.13127844238095254,0.5,0.5,0.05785,HDy,5,0.08165826666666674,SORD,7,7,10,4,5,11,6,8,3,9,1,2,0,12
0.2118,0.19273193000000022,0.044000000000000004,0.13925204999999988,0.0528,0.1681924999999999,0.20085,0.20578753333333294,0.04975,0.08245446666666637,0.0694,0.17428437333333352,0.034050000000000004,0.08539549999999967,0.051550000000000006,0.07969676666666656,0.05115,0.1052201999999994,0.25505,0.20512024999999973,0.0471,0.06628065000000004,0.049400000000000006,0.07295505000000013,0.5,0.5,0.034050000000000004,DyS,6,0.06628065000000004,MAX,10,10,11,7,4,6,8,1,2,5,0,9,3,12
0.217,0.2058750799999994,0.051100000000000007,0.11093919999999986,0.053399999999999996,0.10535006666666619,0.18739999999999998,0.2218576800000011,0.0475,0.05739890000000007,0.2005,0.13285405000000003,0.09325,0.06911273333333318,0.0384,0.055004899999999815,0.044000000000000004,0.10853256666666636,0.22089999999999999,0.22673869999999904,0.049,0.08544000000000025,0.04135,0.08102574999999959,0.5,0.5,0.0384,SORD,7,0.055004899999999815,SORD,7,7,4,6,11,10,2,8,1,5,0,3,9,12
0.2162,0.14256609999999945,0.049550000000000004,0.04731171666666693,0.051500000000000004,0.07199058333333341,0.2167,0.1843530133333328,0.04015,0.04742431666666651,0.15835000000000002,0.09925080000000022,0.07445,0.04367758333333336,0.0415,0.042170399999999844,0.04145000000000001,0.04357823333333339,0.20614999999999997,0.18603969999999997,0.058899999999999994,0.044468949999999986,0.05135,0.04706300000000009,0.5,0.5,0.04015,SMM,4,0.042170399999999844,SORD,7,7,8,6,10,11,1,4,2,5,0,3,9,12
0.20975000000000002,0.22027593333333328,0.051100000000000007,0.0909012166666669,0.0682,0.09448025000000007,0.2046,0.23632580000000017,0.0558,0.055688676666666645,0.18265,0.15536736666666653,0.0449,0.09699941666666641,0.04335,0.052049324999999876,0.0501,0.07346133333333327,0.23725000000000002,0.2074815999999992,0.04365,0.08769135000000003,0.05,0.07583236333333335,0.5,0.5,0.04335,SORD,7,0.052049324999999876,SORD,7,7,4,8,11,10,1,2,6,5,9,0,3,12
0.34765,0.3683639300000005,0.09415000000000001,0.227832966666667,0.06105000000000001,0.295858725,0.32420000000000004,0.37806964999999815,0.0774,0.09935511833333296,0.21065,0.2783272750000002,0.0809,0.17100179047619027,0.0758,0.0870881833333332,0.08865,0.17584048000000002,0.27415,0.2990130833333333,0.04125,0.14075027499999998,0.0414,0.14274288999999998,0.5,0.5,0.04125,MAX,10,0.0870881833333332,SORD,7,7,4,10,11,6,8,1,5,2,9,0,3,12
0.5,0.4768570000000018,0.5,0.3655112000000008,0.3969,0.39149679999999865,0.3969,0.38417249999999736,0.06995,0.11516874999999983,0.5,0.24646040000000063,0.5,0.25059649999999906,0.06315,0.0915841666666669,0.5,0.32876759999999894,0.5,0.3655689333333326,0.5,0.2498466,0.5,0.23460046666666623,0.5,0.5,0.06315,SORD,7,0.0915841666666669,SORD,7,7,4,11,5,10,6,8,1,9,3,2,0,12
0.5,0.46977910000000134,0.5,0.34385450000000056,0.37075,0.39571869999999876,0.37075,0.3873420999999975,0.13175,0.08208762499999975,0.5,0.2465052000000005,0.5,0.19045729999999927,0.10385,0.07375365000000002,0.5,0.3211325999999996,0.5,0.34922099999999934,0.5,0.18460864166666674,0.5,0.17798781666666622,0.5,0.5,0.10385,SORD,7,0.07375365000000002,SORD,7,7,4,11,10,6,5,8,1,9,3,2,0,12
0.48534999999999995,0.4236661166666677,0.2511,0.37097990000000075,0.5,0.3590321166666643,0.3775,0.381332299999997,0.0682,0.09695449999999958,0.11085,0.3487362000000006,0.0599,0.3016015999999992,0.06055,0.07993570833333362,0.2506,0.3555170999999991,0.27635000000000004,0.39382509999999893,0.0605,0.27377005000000004,0.060899999999999996,0.2963564666666661,0.5,0.5,0.0599,DyS,6,0.07993570833333362,SORD,7,7,4,10,11,6,5,8,2,1,3,9,0,12
0.47485,0.47971425000000023,0.32155,0.4241102000000004,0.3795,0.39565044999999754,0.3909,0.3841494999999973,0.11074999999999999,0.09372884999999928,0.17184999999999997,0.34668579999999966,0.0975,0.3820168999999999,0.08904999999999999,0.08029953333333348,0.24745,0.4294606000000001,0.2781,0.41698670000000027,0.08045,0.3530422999999996,0.06885,0.36402680000000054,0.5,0.5,0.06885,X,11,0.08029953333333348,SORD,7,7,4,5,10,11,6,3,2,9,1,8,0,12
0.5,0.4502297500000003,0.5,0.3783406000000006,0.29795,0.3474645999999993,0.29795,0.2856086666666663,0.19875,0.24582890000000046,0.276,0.27338755000000003,0.41155,0.31248458333333345,0.19995000000000002,0.1894802000000001,0.5,0.37666989999999984,0.5,0.4445819500000007,0.3281,0.35737469999999993,0.24245,0.3585011,0.5,0.5,0.19875,SMM,4,0.1894802000000001,SORD,7,7,4,5,3,6,2,10,11,8,1,9,0,12
0.25215,0.3260557000000005,0.33235,0.33335680000000056,0.24865,0.3505382999999994,0.25725000000000003,0.26229416666666633,0.21265,0.19367460000000006,0.19235,0.28528569999999975,0.1565,0.28700023333333347,0.17309999999999998,0.17664305000000047,0.16440000000000002,0.3453825000000003,0.45555,0.3946446999999991,0.28675,0.2675913500000001,0.30820000000000003,0.2919008000000003,0.5,0.5,0.1565,DyS,6,0.17664305000000047,SORD,7,7,4,3,10,5,6,11,0,1,8,2,9,12
0.1448,0.11890494666666694,0.05745,0.10935731666666669,0.12915000000000001,0.12158700666666664,0.1967,0.16062821666666632,0.0711,0.07048660333333327,0.16715,0.12357982500000027,0.08529999999999999,0.08377174000000003,0.06755,0.07127009166666676,0.06955,0.0855666233333335,0.2011,0.20416068428571355,0.05715,0.08778366666666672,0.0803,0.08333833000000004,0.5,0.5,0.05715,MAX,10,0.07048660333333327,SMM,4,4,7,11,6,8,10,1,0,2,5,3,9,12
0.2146,0.27069566666666606,0.12895,0.1832720000000006,0.2181,0.35334913333333406,0.21170000000000003,0.22146014166666658,0.09480000000000001,0.1133789583333331,0.09179999999999999,0.13854388333333337,0.1041,0.14973231833333348,0.08455,0.10894772499999976,0.08900000000000001,0.16539369333333348,0.36329999999999996,0.38476499999999897,0.12895,0.17589836666666686,0.12895,0.1668223821428573,0.5,0.5,0.08455,SORD,7,0.10894772499999976,SORD,7,7,4,5,6,8,11,10,1,3,0,2,9,12
0.3625,0.4394378190476195,0.08715,0.3033908,0.1483,0.3265739333333329,0.39130000000000004,0.38170729999999903,0.0391,0.12815600833333332,0.1195,0.2684994000000004,0.04650000000000001,0.22400940000000003,0.03875,0.10447579999999987,0.047700000000000006,0.2947954000000002,0.1649,0.3431015,0.0437,0.1640041833333334,0.03905,0.15119000000000002,0.5,0.5,0.03875,SORD,7,0.10447579999999987,SORD,7,7,4,11,10,6,5,8,1,2,9,3,0,12
0.25295,0.36499038333333367,0.08825,0.1854512333333332,0.1389,0.2714352333333331,0.27165,0.26207318666666685,0.0783,0.12188361666666665,0.21075,0.3049955666666666,0.07125,0.15321549999999987,0.07725,0.10960439166666655,0.06775,0.1795355999999999,0.31579999999999997,0.358454166666667,0.08425,0.15266291666666656,0.1231,0.1884213500000004,0.5,0.5,0.06775,MS,8,0.10960439166666655,SORD,7,7,4,10,6,8,1,11,3,2,5,9,0,12
0.028450000000000003,0.050556766666666704,0.0137,0.03953709166666659,0.04095,0.07160319999999999,0.05895,0.07467860000000001,0.019450000000000002,0.031050449999999962,0.04545,0.08630025000000012,0.024,0.04259679999999996,0.01585,0.030331519999999994,0.01625,0.04156208333333337,0.0339,0.07475607499999991,0.017650000000000002,0.04274522499999995,0.017650000000000002,0.03900469999999996,0.5,0.5,0.0137,ACC,1,0.030331519999999994,SORD,7,7,4,11,1,8,6,10,0,2,3,9,5,12
0.02135,0.02359879999999987,0.013049999999999999,0.01535710000000006,0.011500000000000002,0.025570600000000034,0.02145,0.028201200000000065,0.0116,0.015290200000000084,0.014199999999999999,0.03564645000000002,0.0079,0.016963000000000082,0.010050000000000002,0.011517099999999988,0.0103,0.01168684999999998,0.03085,0.031229200000000075,0.011699999999999999,0.012442799999999964,0.0149,0.015026000000000057,0.5,0.5,0.0079,DyS,6,0.011517099999999988,SORD,7,7,8,10,11,4,1,6,0,2,3,9,5,12
0.02535,0.06410913999999983,0.0115,0.049541499999999974,0.0416,0.10324446666666666,0.0524,0.07672693333333329,0.0168,0.06053114166666663,0.0364,0.08985324999999997,0.0264,0.05062500000000002,0.011200000000000002,0.05409383999999997,0.01075,0.055290149999999934,0.06905,0.09993372499999988,0.030100000000000002,0.061080149999999826,0.030100000000000002,0.08823670000000006,0.5,0.5,0.01075,MS,8,0.049541499999999974,ACC,1,1,6,7,8,4,10,0,3,11,5,9,2,12
0.0086,0.1719656333333332,0.006500000000000001,0.07117002999999983,0.0302,0.12666170000000007,0.03495,0.24697279999999977,0.0114,0.0688524,0.015700000000000002,0.17608329999999983,0.0086,0.0790376,0.00655,0.07463030000000015,0.006500000000000001,0.08321436999999979,0.0086,0.11705910000000039,0.00695,0.0673840999999999,0.009000000000000001,0.10561250000000008,0.5,0.5,0.006500000000000001,ACC,1,0.0673840999999999,MAX,10,10,4,1,7,6,8,11,9,2,0,5,3,12
0.0204,0.0348462,0.016200000000000003,0.02750130000000007,0.044950000000000004,0.045016613333333254,0.04935,0.05205340000000004,0.0151,0.030823383333333378,0.0177,0.10659125000000017,0.0158,0.04917399999999994,0.01555,0.024770820000000023,0.01565,0.037951099999999995,0.020499999999999997,0.039713150000000016,0.01615,0.02986424999999989,0.01775,0.03300519999999991,0.5,0.5,0.0151,SMM,4,0.024770820000000023,SORD,7,7,1,10,4,11,0,8,9,2,6,3,5,12
0.03705,0.02198730000000005,0.0323,0.017127700000000034,0.057,0.04374059999999996,0.06155,0.04376939999999997,0.039599999999999996,0.015064200000000005,0.05525,0.026609499999999994,0.0483,0.01359780000000002,0.0378,0.014149600000000043,0.0371,0.014156880000000009,0.04375,0.03341749999999999,0.03685,0.015558500000000008,0.03685,0.018397400000000015,0.5,0.5,0.0323,ACC,1,0.01359780000000002,DyS,6,6,7,8,4,10,1,11,0,5,9,2,3,12
0.22735,0.4330614000000032,0.11215,0.4345381666666699,0.35105,0.3639016333333341,0.23295000000000002,0.3176117833333334,0.0902,0.13511153333333398,0.1659,0.14401178333333342,0.09480000000000001,0.17765060000000038,0.08995000000000002,0.1308388049999994,0.08745000000000001,0.42153938571428895,0.35229999999999995,0.4553722099999976,0.10975,0.17066595000000126,0.11065,0.17343268333333348,0.5,0.5,0.08745000000000001,MS,8,0.1308388049999994,SORD,7,7,4,5,10,11,6,3,2,8,0,1,9,12
0.05325,0.04656428666666672,0.0204,0.036573259999999996,0.0194,0.04158890000000002,0.055,0.06631147666666669,0.0171,0.027423418333333373,0.0416,0.07625725000000007,0.02245,0.03162308333333331,0.0177,0.027232895000000017,0.01725,0.034470525000000016,0.05535,0.05834159999999993,0.01705,0.028179969999999888,0.01705,0.030641199999999924,0.5,0.5,0.01705,MAX,10,0.027232895000000017,SORD,7,7,4,10,11,6,8,1,2,0,9,3,5,12
0.0786,0.08018617999999987,0.03105,0.08035586333333343,0.11855,0.08550015999999992,0.1235,0.12664566833333318,0.04545,0.05649643833333328,0.02895,0.05641609166666648,0.030900000000000004,0.055986076666666655,0.0378,0.06387190000000006,0.041550000000000004,0.05152619166666657,0.16765,0.1635505399999993,0.03105,0.060891033333333434,0.03105,0.06138892428571421,0.5,0.5,0.02895,HDy,5,0.05152619166666657,MS,8,8,6,5,4,10,11,7,0,1,2,3,9,12
0.02075,0.024122900000000013,0.0152,0.014094699999999913,0.0173,0.02142779999999993,0.02495,0.027237999999999957,0.0121,0.014150099999999931,0.01295,0.039480355000000036,0.011300000000000001,0.013107600000000013,0.012350000000000002,0.011901499999999959,0.0127,0.01197429999999999,0.025849999999999998,0.03404235999999985,0.01385,0.013732900000000057,0.01365,0.01599809999999997,0.5,0.5,0.011300000000000001,DyS,6,0.011901499999999959,SORD,7,7,8,6,10,1,4,11,2,0,3,9,5,12
0.1417,0.10617859047619009,0.0713,0.03875102333333333,0.06335,0.05201566666666663,0.15755,0.14435376666666638,0.063,0.03397648333333331,0.05465,0.07736365833333328,0.028399999999999998,0.03420878333333332,0.05745,0.033805633333333265,0.06415,0.04113434833333328,0.2353,0.13157100000000013,0.0313,0.03906642499999992,0.0313,0.03876909999999994,0.5,0.5,0.028399999999999998,DyS,6,0.033805633333333265,SORD,7,7,4,6,1,11,10,8,2,5,0,9,3,12
0.22195,0.21759568333333337,0.24530000000000002,0.20580473333333388,0.21205000000000002,0.20194649999999997,0.27995000000000003,0.26398200000000016,0.16185,0.2229091999999998,0.25129999999999997,0.26851989999999964,0.0481,0.21434575000000045,0.1406,0.26586700000000013,0.18875,0.18487902499999995,0.32104999999999995,0.2191728449999992,0.04135,0.20131927500000033,0.05085,0.1918245999999998,0.5,0.5,0.04135,MAX,10,0.18487902499999995,MS,8,8,11,10,2,1,6,0,9,4,3,7,5,12
0.028450000000000003,0.04800289999999998,0.014450000000000001,0.060172504999999994,0.02035,0.0320362,0.04445,0.05612688333333332,0.0141,0.030023387500000033,0.01315,0.07409330000000007,0.011850000000000001,0.06137919999999997,0.01325,0.03182919999999997,0.01355,0.050099833333333385,0.04665,0.07082108000000002,0.01255,0.04049475571428567,0.0181,0.05384899000000009,0.5,0.5,0.011850000000000001,DyS,6,0.030023387500000033,SMM,4,4,7,2,10,0,8,11,3,1,6,9,5,12
0.5,0.4402823000000006,0.5,0.3612001000000008,0.4634,0.31042269999999983,0.4634,0.3823080999999985,0.1286,0.22534210000000016,0.337,0.3172992999999996,0.337,0.30648760000000036,0.10845,0.28318310000000035,0.5,0.3438073000000002,0.5,0.3205022999999999,0.5,0.21085660000000017,0.5,0.22186085000000028,0.5,0.5,0.10845,SORD,7,0.21085660000000017,MAX,10,10,11,4,7,6,2,5,9,8,1,3,0,12
0.2161,0.23704262500000023,0.127,0.1467703999999999,0.18710000000000002,0.2696955999999996,0.23170000000000002,0.23707894999999965,0.10575,0.12459453333333328,0.0716,0.18995311333333317,0.05605,0.12992125000000007,0.11435000000000001,0.12420959166666656,0.1318,0.12245335238095251,0.34685000000000005,0.3320619833333326,0.09255000000000001,0.1504396499999997,0.212,0.16627786666666677,0.5,0.5,0.05605,DyS,6,0.12245335238095251,MS,8,8,7,4,6,1,10,11,5,0,3,2,9,12
0.18774999999999997,0.24171557500000032,0.09785,0.15461007500000018,0.24125,0.29613738333333317,0.22675,0.2294711333333336,0.08545,0.10441620333333347,0.07185000000000001,0.15278874999999964,0.0981,0.12028359999999985,0.07554999999999999,0.0882595000000001,0.11560000000000001,0.15933895000000006,0.314,0.31012208333333313,0.09135,0.13817380500000007,0.1613,0.160624091666667,0.5,0.5,0.07185000000000001,HDy,5,0.0882595000000001,SORD,7,7,4,6,10,5,1,8,11,3,0,2,9,12
0.5,0.4085086500000006,0.5,0.3766861000000006,0.28825,0.3623671999999983,0.28825,0.27072883333333325,0.44155,0.24532215000000046,0.5,0.26609415000000003,0.5,0.3267970000000008,0.0935,0.2884316000000004,0.5,0.3849254000000002,0.5,0.4325272000000002,0.5,0.3470011500000006,0.5,0.35259219999999986,0.5,0.5,0.0935,SORD,7,0.24532215000000046,SMM,4,4,5,3,7,6,10,11,2,1,8,0,9,12
0.025550000000000003,0.04567263333333332,0.014750000000000001,0.043648416666666655,0.0788,0.06977411333333325,0.09015000000000001,0.08049633333333318,0.056749999999999995,0.05710968999999992,0.014950000000000001,0.0619858374999998,0.014950000000000001,0.05708406999999989,0.023250000000000003,0.09648503714285711,0.1974,0.04237078333333337,0.042050000000000004,0.08631735000000004,0.014750000000000001,0.0930113875000001,0.014750000000000001,0.07701125000000007,0.5,0.5,0.014750000000000001,ACC,1,0.04237078333333337,MS,8,8,1,0,6,4,5,2,11,3,9,10,7,12
0.32205,0.31957230404761927,0.2506,0.17169777809523817,0.16824999999999998,0.23598567666666678,0.26905,0.26789733333333315,0.126,0.10572719333333326,0.2585,0.2750824999999996,0.1802,0.16281654166666673,0.13065,0.12277018333333328,0.20420000000000002,0.1591077999999998,0.25915,0.3850986166666667,0.1157,0.17161698333333342,0.07585,0.23055895833333384,0.5,0.5,0.07585,X,11,0.10572719333333326,SMM,4,4,7,8,6,10,1,11,2,3,5,0,9,12
0.0103,0.03507260000000003,0.00745,0.027792825000000024,0.015700000000000002,0.03923470000000002,0.019450000000000002,0.07254824999999998,0.006500000000000001,0.026791073333333304,0.015600000000000001,0.03704232499999999,0.0045000000000000005,0.03004310999999992,0.0049499999999999995,0.02850549999999999,0.0044,0.033545790000000054,0.0103,0.05645655,0.0095,0.02717399999999991,0.00885,0.02783617999999999,0.5,0.5,0.0044,MS,8,0.026791073333333304,SMM,4,4,10,1,11,7,6,8,0,5,2,9,3,12
